,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Jaume,GK,61.9047619,75,36.36363636,50,0,32,13,11,31,12,21,69,16,25,43,22,30,32,32,58,58,59,68,59,60,72,16,42,11,22,25,13,25,22,72,74,70,73,79
Clí©ment Lenglet,CB,59.52380952,80.68181818,13.63636364,75,25,75,41,76,72,77,70,72,22,75,32,74,36,74,69,74,69,65,74,54,51,68,70,58,23,35,25,27,43,24,12,10,9,10,7
Alex Alegrí_a,ST,66.66666667,81.81818182,27.27272727,50,50,74,71,22,25,20,53,76,78,19,48,53,47,62,39,55,57,63,80,48,66,56,78,74,78,68,66,22,59,80,13,13,13,8,6
Jordan Amavi,LB,35.71428571,68.18181818,22.72727273,50,50,73,74,72,75,73,66,72,65,75,68,66,77,71,59,79,79,77,64,75,77,81,68,77,66,62,68,49,66,65,14,11,11,10,12
Ezequiel Cerutti,RM,42.85714286,73.86363636,31.81818182,75,75,75,77,18,18,17,73,70,69,34,70,73,66,72,65,91,88,76,59,74,85,74,64,68,62,71,63,51,69,65,14,10,10,12,8
Djavan,LB,54.76190476,75,50,50,25,74,75,71,73,75,72,73,70,71,58,71,77,68,52,80,78,83,76,61,73,72,64,74,37,43,60,40,45,33,7,12,11,7,6
Federico Cartabia,RM,21.42857143,62.5,27.27272727,50,75,78,81,26,27,35,80,69,70,34,69,49,75,77,63,83,75,62,39,83,80,62,53,80,69,75,77,72,66,59,16,8,6,6,14
Franco Mussis,CDM,30.95238095,73.86363636,27.27272727,50,50,72,65,72,67,70,84,75,61,79,72,75,60,72,70,79,75,87,79,78,77,73,52,76,46,78,63,65,51,49,8,11,14,14,14
Marios Oikonomou,CB,66.66666667,85.22727273,27.27272727,50,25,64,56,78,74,78,70,66,20,76,30,68,30,56,60,55,65,62,84,44,50,76,74,56,14,22,20,22,27,20,3,3,3,3,3
Aleksandar MitroviÛˆ,ST,66.66666667,81.81818182,18.18181818,75,25,71,68,14,13,24,89,73,77,14,65,76,29,64,43,57,68,67,84,48,61,81,84,80,76,66,39,52,64,82,7,15,6,12,13
Jonathan Schunke,CB,76.19047619,85.22727273,54.54545455,50,25,62,32,79,64,77,74,79,24,68,29,74,35,73,73,30,34,62,91,29,28,34,82,33,26,23,29,32,62,35,13,7,6,11,12
Luciano Lollo,CB,54.76190476,85.22727273,54.54545455,25,25,55,37,77,72,78,73,73,33,71,30,70,34,57,32,37,37,53,86,52,47,90,77,42,25,25,27,29,69,28,9,11,8,11,10
Milton Casco,LB,21.42857143,67.04545455,45.45454545,75,25,72,70,70,75,72,78,66,70,71,53,57,68,70,65,85,85,89,60,84,84,82,62,78,58,68,68,58,46,21,12,15,13,8,6
Paolo Goltz,CB,57.14285714,80.68181818,59.09090909,50,25,62,58,74,72,74,88,72,45,72,59,73,55,65,66,63,66,64,83,52,54,69,78,70,48,62,73,68,66,53,15,13,7,14,7
Luis Quií±ones,LM,40.47619048,68.18181818,31.81818182,75,50,73,76,16,23,23,59,73,70,21,65,72,71,68,66,89,92,72,63,70,88,56,51,71,70,67,61,40,54,70,6,8,13,12,10
William Tesillo,CB,54.76190476,77.27272727,40.90909091,50,25,60,49,77,74,74,69,74,40,85,37,62,55,60,59,60,62,69,83,46,46,49,68,27,22,26,30,32,30,31,9,14,6,13,11
Facundo Ferreyra,ST,61.9047619,75,36.36363636,50,50,76,69,14,23,22,48,76,74,23,62,63,49,63,53,70,74,72,73,68,74,73,77,75,76,75,46,40,70,63,14,11,8,11,15
Laurent Depoitre,ST,71.42857143,92.04545455,45.45454545,50,25,74,65,15,38,46,77,72,77,32,68,73,42,70,59,51,66,83,90,35,38,68,82,77,75,63,46,29,62,69,9,7,6,16,12
Leonel Vangioni,LB,47.61904762,76.13636364,50,25,50,74,71,72,74,74,85,70,68,75,64,68,76,69,69,87,83,78,60,69,77,73,56,78,51,73,71,51,62,61,11,9,9,9,7
Riechedly Bazoer,CM,54.76190476,72.72727273,9.090909091,50,50,81,76,54,64,67,72,76,68,67,71,83,70,79,74,76,75,77,74,70,74,81,63,72,58,67,68,41,46,69,14,6,12,11,10
Enzo Roco,CB,71.42857143,86.36363636,27.27272727,50,25,68,61,77,69,75,66,73,42,72,49,67,40,70,60,52,54,72,84,51,55,85,79,45,43,39,27,31,34,27,13,13,13,9,13
Camilo Vargas,GK,57.14285714,81.81818182,45.45454545,50,0,19,16,13,15,19,22,71,12,23,50,22,16,23,24,42,48,35,67,45,55,69,24,25,16,13,25,23,46,13,70,77,65,75,77
Rubí©n Blanco,GK,64.28571429,68.18181818,13.63636364,50,0,10,17,22,11,11,22,66,11,22,33,30,18,35,29,54,52,44,35,57,52,62,15,25,18,15,18,13,22,19,75,79,69,74,71
Ridgeciano Haps,LB,33.33333333,63.63636364,22.72727273,50,50,74,77,69,69,72,76,75,73,74,58,65,72,68,60,86,89,88,69,76,86,66,58,66,47,55,67,54,50,49,6,13,15,8,13
Isaac Becerra,GK,45.23809524,79.54545455,45.45454545,25,0,19,13,13,19,21,23,73,17,27,23,39,19,39,36,50,55,43,57,55,70,83,20,23,13,12,25,20,25,16,70,78,69,72,77
Giancarlo Gonzíçlez,CB,59.52380952,77.27272727,50,50,25,66,53,76,76,78,79,73,37,77,45,62,33,67,67,79,69,69,69,61,59,72,73,68,40,41,45,22,35,38,15,9,10,10,12
Oumar Niasse,ST,50,81.81818182,36.36363636,50,25,73,73,20,24,23,56,70,74,35,63,68,56,64,35,88,76,78,77,68,72,70,74,76,75,71,63,39,67,74,10,16,12,6,8
Albentosa,CB,78.57142857,89.77272727,45.45454545,50,25,55,32,75,64,80,84,71,30,74,42,59,41,64,63,32,47,67,92,26,36,68,73,54,51,31,32,45,42,66,12,12,11,15,11
Mike van der Hoorn,CB,69.04761905,80.68181818,27.27272727,50,25,54,45,75,70,79,64,62,40,70,37,59,36,57,62,40,66,59,89,40,37,83,82,73,42,31,33,31,40,26,10,7,15,11,15
Insua,CB,52.38095238,73.86363636,22.72727273,50,25,63,44,78,76,77,70,67,41,72,52,45,37,73,62,54,61,73,74,64,55,74,74,43,36,29,42,23,32,34,13,9,7,6,14
Will Hughes,CM,57.14285714,72.72727273,13.63636364,50,50,78,77,67,67,68,67,75,68,62,79,78,64,77,73,70,67,74,60,80,73,54,58,58,61,56,56,48,60,46,9,7,12,15,12
Bogdan Butko,RB,50,70.45454545,36.36363636,50,25,70,68,78,77,72,67,76,62,75,63,53,74,71,63,80,78,77,68,66,76,76,56,66,34,60,61,29,36,45,15,12,10,6,9
Sergiy Kryvtsov,CB,59.52380952,82.95454545,36.36363636,50,25,53,42,75,74,76,73,72,55,73,36,77,37,67,64,64,73,77,83,59,42,64,77,65,38,42,28,29,37,24,15,14,14,7,16
Yvon Mvogo,GK,69.04761905,90.90909091,18.18181818,50,0,24,18,11,12,18,30,71,13,13,65,30,13,25,22,43,41,24,73,57,60,71,18,22,10,14,14,20,20,19,71,78,68,73,78
Stefanos Kapino,GK,83.33333333,92.04545455,22.72727273,25,0,29,14,20,14,11,23,74,3,14,40,55,12,26,27,41,43,38,67,45,55,71,12,20,13,19,14,18,26,19,72,77,66,69,79
Marko Livaja,ST,50,87.5,22.72727273,100,50,74,71,18,16,22,88,75,74,25,62,62,46,69,39,72,76,68,77,61,62,78,73,80,76,62,59,46,62,67,15,15,12,9,12
Ilori,CB,69.04761905,79.54545455,27.27272727,50,25,67,52,78,76,79,61,73,32,78,43,67,35,59,63,67,70,68,76,53,61,70,72,43,39,34,31,33,41,28,11,7,7,10,15
Abdoulaye Ba,CB,85.71428571,78.40909091,36.36363636,25,25,53,35,76,68,76,81,66,25,77,40,55,35,58,41,66,62,67,77,31,39,73,81,58,22,50,36,59,68,30,15,11,12,12,15
Benjamin van Leer,GK,61.9047619,75,27.27272727,25,0,23,11,14,11,15,41,74,18,13,45,52,12,34,35,25,21,43,57,57,24,77,18,25,12,19,9,12,27,14,72,73,65,78,77
Viktor Fischer,LW,45.23809524,69.31818182,18.18181818,75,50,80,78,30,20,36,60,74,74,39,73,71,65,74,70,77,78,70,65,68,77,56,55,76,72,70,69,66,65,74,14,13,6,14,15
Welthon,ST,45.23809524,72.72727273,27.27272727,50,75,74,77,21,19,21,68,75,75,26,67,68,57,64,50,84,83,78,74,80,81,75,70,75,76,63,81,79,69,72,12,15,9,10,10
Mauro,CDM,38.0952381,70.45454545,36.36363636,50,25,72,66,73,72,76,82,73,56,74,64,65,65,75,80,67,69,76,69,70,70,85,67,58,39,52,64,49,50,49,8,10,10,12,13
Rodrigo Mora,ST,21.42857143,72.72727273,50,75,75,75,73,20,20,24,76,75,77,26,68,70,64,68,66,77,80,79,58,82,82,88,73,75,77,72,75,76,68,81,10,8,15,15,8
Jí©ríÇme Roussillon,LB,33.33333333,79.54545455,27.27272727,50,25,74,73,69,73,71,75,70,67,76,70,65,72,74,69,87,86,79,74,74,76,73,67,69,59,65,73,56,51,57,8,9,13,7,15
David Juncíæ,LB,33.33333333,64.77272727,22.72727273,50,25,71,64,71,76,69,75,67,55,74,48,51,77,66,61,85,81,86,66,79,77,74,54,61,35,46,69,58,55,43,8,10,16,9,9
Bobby Wood,ST,45.23809524,78.40909091,27.27272727,50,50,70,75,15,13,20,60,70,71,40,38,65,64,66,62,87,86,73,74,77,78,83,70,72,79,64,67,62,72,68,16,12,15,8,12
SiniÅça AnÛïelkoviÛˆ,CB,59.52380952,81.81818182,59.09090909,25,25,56,46,76,75,77,75,73,27,77,31,64,41,56,51,64,68,55,80,52,50,72,71,65,25,58,39,31,36,37,13,10,12,9,5
Gaí‚tan Bussmann,LB,54.76190476,78.40909091,36.36363636,25,25,66,61,74,78,79,76,74,51,77,48,69,69,62,61,67,74,76,77,62,65,76,77,76,54,62,51,56,44,41,14,15,15,9,10
Carles Planas,LB,28.57142857,75,36.36363636,50,25,72,63,74,73,68,73,74,57,75,47,60,77,70,58,79,76,80,66,81,72,86,61,49,32,37,59,50,51,23,12,15,15,11,14
TomíçÅç Koubek,GK,88.0952381,96.59090909,27.27272727,25,0,24,17,14,18,12,31,65,8,12,39,46,14,18,32,24,34,28,62,28,22,64,12,12,12,17,18,16,20,19,76,75,74,73,78
Lewis Dunk,CB,73.80952381,88.63636364,31.81818182,50,25,62,58,71,73,74,80,72,23,78,45,67,27,66,65,54,65,70,82,44,52,64,75,42,37,12,23,28,36,24,12,15,9,16,6
Erik Sviatchenko,CB,57.14285714,81.81818182,31.81818182,75,25,64,43,74,74,75,77,71,64,72,64,78,42,65,68,64,76,78,83,67,70,82,75,69,39,57,42,34,35,36,11,14,7,15,16
Matz Sels,GK,66.66666667,81.81818182,31.81818182,50,0,33,19,20,14,13,24,72,18,13,45,46,16,32,30,37,35,30,67,34,36,64,14,38,16,18,17,17,22,19,75,80,70,68,77
Matthew Lowton,RB,45.23809524,77.27272727,40.90909091,50,25,72,69,70,74,74,74,76,60,74,60,74,75,71,61,77,76,83,70,65,69,77,69,72,49,68,62,40,49,75,13,11,6,6,7
Roberto Inglese,ST,59.52380952,85.22727273,31.81818182,50,50,76,66,13,12,13,40,70,78,19,42,74,39,65,35,55,69,69,86,55,55,83,80,78,78,68,68,36,72,70,13,14,10,11,7
Lacina Traorí©,ST,100,87.5,36.36363636,50,50,67,71,18,16,35,55,73,80,41,70,67,35,61,34,69,73,73,92,31,38,54,80,74,75,69,40,36,78,69,15,10,10,10,14
Danilo D'Ambrosio,RB,45.23809524,73.86363636,45.45454545,50,25,70,70,76,76,77,72,72,62,74,55,72,75,66,62,79,79,79,74,70,75,78,64,73,48,58,70,62,60,54,13,9,15,10,15
Nicolas Isimat-Mirin,CB,66.66666667,82.95454545,31.81818182,50,25,53,36,78,72,79,82,69,19,68,34,48,47,67,65,52,62,67,84,54,55,75,74,52,20,36,30,34,49,14,9,14,16,6,15
Saphir Taí¿der,CM,45.23809524,71.59090909,31.81818182,50,50,76,74,64,76,72,82,74,68,72,74,74,66,78,74,76,74,76,68,76,76,76,54,78,60,74,70,66,68,68,9,14,12,7,16
Kara Mbodj,CB,73.80952381,85.22727273,40.90909091,50,25,67,61,72,71,74,78,71,47,68,41,64,49,58,61,68,78,81,88,42,52,80,78,78,45,58,45,55,62,63,9,11,16,7,12
Cristian Gamboa,RB,33.33333333,64.77272727,40.90909091,50,25,72,69,72,69,71,74,78,65,71,60,71,69,68,66,89,88,84,64,82,78,83,57,76,32,48,67,54,54,62,7,12,13,10,14
Pierre-Michel Lasogga,ST,66.66666667,88.63636364,31.81818182,50,25,72,68,29,30,40,84,74,74,29,56,76,45,65,33,53,65,62,90,54,46,77,79,87,75,73,65,68,75,76,6,12,8,13,7
Sí©rgio Oliveira,CM,47.61904762,70.45454545,27.27272727,50,75,79,78,42,44,57,51,73,72,57,77,73,76,78,75,64,66,63,60,67,66,46,53,86,66,83,75,81,74,72,11,9,11,9,10
Arribas,CB,50,72.72727273,40.90909091,25,25,68,48,74,73,75,81,70,26,77,40,61,57,70,58,53,60,65,78,61,54,83,71,45,44,15,40,32,37,14,9,12,7,15,16
Ivo Pinto,RB,54.76190476,68.18181818,40.90909091,50,25,68,68,73,74,76,69,74,62,71,59,64,74,66,61,79,85,77,69,63,71,67,67,61,38,49,56,55,58,44,12,10,14,11,16
Giulio Donati,RB,40.47619048,75,40.90909091,50,25,69,62,75,78,80,90,74,49,75,51,71,67,70,71,72,77,78,77,72,66,68,70,67,40,53,55,46,51,32,9,16,8,15,8
Bill Hamid,GK,71.42857143,0,36.36363636,25,0,20,11,10,12,18,41,78,15,22,36,32,15,35,26,52,51,35,76,46,44,73,11,18,12,20,15,12,23,14,70,77,65,72,77
Andy Delort,ST,50,81.81818182,31.81818182,50,50,75,73,20,24,20,68,69,73,23,63,70,67,68,52,75,72,76,82,69,73,71,70,83,76,75,37,75,75,73,8,10,10,14,11
Steven Caulker,CB,71.42857143,76.13636364,31.81818182,25,25,66,56,74,76,76,67,72,25,75,43,77,45,66,65,68,76,77,82,57,64,74,74,42,32,23,59,25,50,17,7,14,7,15,15
Philipp Bargfrede,CDM,30.95238095,69.31818182,45.45454545,50,25,73,68,75,73,75,84,73,63,77,69,73,62,75,72,68,64,73,68,76,73,63,57,77,45,64,60,61,47,60,10,9,7,12,16
Marco Rojas,RW,11.9047619,60.22727273,31.81818182,75,75,80,81,14,20,19,44,56,66,35,74,65,66,68,64,91,90,74,28,91,85,57,21,72,71,68,76,64,64,69,9,8,7,8,12
Steve Cook,CB,57.14285714,81.81818182,31.81818182,50,25,68,54,74,73,79,74,69,12,72,35,74,40,68,60,67,53,68,81,70,56,71,71,47,24,16,22,22,20,31,14,14,7,12,12
Daniel Ginczek,ST,69.04761905,87.5,31.81818182,25,25,72,71,29,19,45,80,71,76,29,58,67,31,62,37,62,71,60,90,53,53,64,77,83,76,65,40,58,73,73,7,13,15,6,15
Sergio Padt,GK,85.71428571,93.18181818,36.36363636,50,0,33,19,10,14,13,26,74,10,13,49,50,18,32,40,41,35,30,69,44,31,63,20,39,16,19,18,19,25,13,74,75,65,70,78
Maya Yoshida,CB,66.66666667,77.27272727,45.45454545,75,25,63,57,76,76,79,66,73,42,69,50,65,23,63,52,67,66,75,78,62,74,85,74,50,34,41,38,33,54,56,6,12,8,16,13
Julian Schieber,ST,59.52380952,82.95454545,45.45454545,25,25,70,65,22,19,26,80,72,75,21,50,68,60,67,51,65,73,65,82,57,58,85,79,85,75,69,58,58,72,70,12,8,16,12,7
Isaac Brizuela,RM,23.80952381,63.63636364,36.36363636,50,75,75,79,23,35,34,63,69,70,30,63,65,68,72,65,90,92,75,63,78,87,69,50,72,72,69,73,57,60,61,15,12,16,9,16
Dani Castellano,LB,45.23809524,67.04545455,50,50,25,73,75,68,75,73,67,72,63,68,62,64,77,74,62,78,77,86,77,76,72,73,60,60,46,53,67,47,48,45,14,6,15,7,11
Fernandí£o,ST,73.80952381,90.90909091,54.54545455,50,50,73,65,15,23,28,78,75,78,30,55,67,27,64,49,51,58,63,90,37,49,42,82,85,76,62,51,47,83,77,9,8,12,7,16
Duje Ûëop,ST,54.76190476,71.59090909,40.90909091,50,50,73,68,25,30,30,59,80,80,32,66,71,58,69,57,67,63,75,68,59,70,56,68,70,80,76,74,80,80,77,13,12,16,12,12
Cristopher Toselli,GK,52.38095238,73.86363636,45.45454545,50,0,33,16,19,14,19,45,68,20,30,49,58,20,41,32,56,43,44,70,40,45,76,17,30,23,25,18,19,20,24,76,75,69,74,76
Serdar Aziz,CB,52.38095238,78.40909091,36.36363636,50,25,62,54,72,71,73,82,72,24,79,44,70,46,65,63,76,75,74,79,64,67,85,76,42,26,31,36,36,38,45,14,13,8,9,10
Alberto Costa,CM,35.71428571,73.86363636,63.63636364,25,50,79,70,63,66,71,72,74,68,71,78,73,70,78,79,66,64,56,70,80,74,60,72,80,59,76,74,78,74,65,14,12,7,16,7
Douglí£o,CB,76.19047619,84.09090909,54.54545455,50,25,42,38,77,68,78,75,65,32,76,41,67,47,72,70,34,53,61,90,33,32,54,79,66,23,36,36,27,44,26,13,9,7,13,12
Abel Herníçndez,ST,57.14285714,71.59090909,36.36363636,50,50,74,74,19,21,29,59,74,74,24,57,74,46,65,47,87,85,71,80,68,84,74,73,73,73,68,78,60,81,74,6,14,8,6,9
Jefferson,LB,40.47619048,72.72727273,45.45454545,25,25,73,75,71,75,76,77,74,72,71,66,68,77,72,73,83,78,82,75,79,77,71,53,85,61,83,81,77,63,71,13,16,6,14,14
Soslan Dzhanaev,GK,69.04761905,87.5,54.54545455,25,0,21,12,19,11,13,29,69,14,21,21,33,19,27,22,39,47,28,67,43,47,72,12,18,13,19,16,14,14,19,76,76,72,68,77
Rafael Tolí_i,CB,57.14285714,73.86363636,36.36363636,25,25,62,52,76,77,78,78,69,30,76,48,66,32,60,65,64,64,60,74,66,58,76,76,75,28,62,41,70,64,27,16,11,16,12,8
Kyle Naughton,RB,45.23809524,71.59090909,45.45454545,50,50,68,64,71,79,78,68,70,54,73,59,69,71,73,66,76,75,74,68,71,71,73,70,68,45,52,43,28,47,52,9,12,9,10,11
Filip ÛêorÛïeviÛˆ,ST,59.52380952,79.54545455,50,25,25,72,68,35,32,36,74,74,77,48,62,74,48,66,55,69,69,69,79,64,66,76,80,80,76,62,59,55,70,74,15,7,8,9,9
Jan-Arie van der Heijden,CB,59.52380952,69.31818182,50,50,50,74,69,79,75,76,63,73,65,70,74,70,61,79,78,59,55,69,75,63,62,82,73,75,41,74,80,74,66,42,7,6,10,15,6
Theodor Gebre Selassie,RB,47.61904762,69.31818182,54.54545455,50,50,76,76,70,73,74,68,71,64,72,59,68,74,74,68,77,76,82,67,74,76,84,80,60,50,39,52,58,51,49,7,7,14,6,14
Patrick van Aanholt,LB,33.33333333,64.77272727,36.36363636,25,50,71,74,67,75,76,73,76,74,67,64,65,62,73,74,89,88,85,65,78,77,86,64,70,61,64,38,61,46,53,8,9,7,15,6
James Chester,CB,47.61904762,78.40909091,45.45454545,50,25,63,60,76,76,77,72,67,44,72,49,73,54,69,61,69,73,65,77,71,72,83,73,36,33,31,47,44,52,27,14,11,12,12,13
Martin Olsson,LB,40.47619048,80.68181818,45.45454545,25,50,70,72,74,73,76,74,73,69,69,66,71,69,69,66,79,86,88,72,65,74,71,64,75,55,64,64,53,49,65,9,11,7,9,12
Mathieu Dossevi,RM,33.33333333,70.45454545,50,75,50,77,79,36,25,30,45,71,70,39,72,60,74,71,67,85,80,74,58,81,81,67,59,72,64,71,66,73,69,62,10,13,12,14,11
Bakary Koní©,CB,64.28571429,79.54545455,45.45454545,25,25,55,41,69,86,77,77,60,41,74,41,54,33,61,62,62,62,64,78,54,69,85,79,65,31,37,46,37,53,35,8,14,12,10,8
Rui Fonte,ST,47.61904762,72.72727273,36.36363636,50,50,76,74,28,28,33,60,78,75,32,60,67,58,61,48,78,76,66,64,64,75,85,74,74,75,66,76,63,74,72,15,14,15,10,6
Mathias JíŸrgensen,CB,71.42857143,78.40909091,36.36363636,50,25,65,48,70,71,76,84,66,46,70,64,72,47,73,69,69,72,76,84,57,62,73,76,61,34,30,30,26,27,40,14,16,9,9,13
Jack Rodwell,CM,64.28571429,69.31818182,36.36363636,75,50,75,72,72,66,73,73,74,70,75,74,71,68,75,72,64,64,79,75,62,73,78,78,77,69,75,66,47,57,66,11,9,15,10,12
Andrea Ranocchia,CB,80.95238095,80.68181818,50,50,25,66,58,76,76,80,63,60,24,79,59,68,45,65,65,52,54,66,82,32,48,74,75,59,22,31,30,34,34,24,12,12,11,15,15
Titi,CB,64.28571429,82.95454545,50,25,25,68,46,74,79,80,80,57,42,79,49,52,40,42,37,33,45,53,88,45,47,46,76,52,27,22,49,45,55,33,16,6,15,13,14
Nuno Pinto,LB,28.57142857,62.5,54.54545455,50,25,71,72,71,73,75,69,79,66,73,60,64,76,73,68,76,74,84,60,73,78,70,43,67,49,59,73,74,58,44,6,15,13,13,9
íñscar Cardozo,ST,76.19047619,87.5,68.18181818,50,25,74,70,17,20,28,72,75,84,12,66,75,62,68,66,28,32,50,82,30,44,34,82,88,75,81,77,76,78,82,14,12,6,7,11
Vito Mannone,GK,64.28571429,79.54545455,50,50,0,24,15,19,20,11,29,76,12,16,57,68,11,39,33,59,60,31,67,44,42,75,14,32,16,12,12,15,43,15,71,75,71,72,76
UÛôur Demirok,CB,69.04761905,85.22727273,45.45454545,50,25,66,59,76,76,79,65,72,40,75,64,73,40,64,60,53,53,80,85,56,50,64,76,55,42,30,32,22,65,29,7,6,13,8,8
Romain Danzí©,RB,54.76190476,71.59090909,54.54545455,50,25,70,69,79,78,79,75,74,59,78,66,76,72,75,73,67,68,73,72,69,69,63,66,69,52,71,61,55,42,58,13,9,8,10,7
Thomas Mangani,CM,52.38095238,78.40909091,50,25,25,75,68,66,70,74,72,72,65,72,74,73,68,77,77,66,65,78,73,61,69,69,66,77,69,72,72,76,73,65,13,13,9,12,15
Andrea Costa,CB,50,71.59090909,59.09090909,50,25,62,58,78,76,80,72,70,35,78,34,69,48,58,56,68,68,68,74,60,67,84,70,62,27,37,59,27,37,22,11,8,7,9,13
Abel Aguilar,CDM,57.14285714,79.54545455,63.63636364,50,50,70,65,67,61,81,86,73,68,80,70,68,57,75,69,44,38,73,78,53,56,67,73,71,59,60,61,62,59,51,6,12,15,11,11
Christian Marrugo,CAM,38.0952381,73.86363636,59.09090909,75,50,75,72,51,49,51,57,76,75,54,78,75,73,78,76,72,71,73,58,69,73,34,58,70,66,68,58,57,63,70,7,7,16,12,14
Mevlí_t Erdiní_,ST,47.61904762,84.09090909,54.54545455,50,50,73,71,33,40,42,66,73,76,42,69,72,69,72,64,68,75,76,77,74,71,82,74,73,76,68,69,73,78,72,6,12,14,14,7
PrzemysÅ‰aw TytoÅ‹,GK,78.57142857,85.22727273,54.54545455,25,0,20,15,14,14,17,32,78,13,22,35,55,10,32,32,51,49,31,71,40,48,65,14,22,14,14,13,12,22,13,75,72,74,71,78
Kei Kamara,ST,64.28571429,73.86363636,63.63636364,50,50,69,71,29,18,13,75,75,77,30,59,72,64,66,51,78,78,79,77,69,76,92,80,75,75,64,60,42,74,68,6,11,11,8,16
Niko Bungert,CB,64.28571429,73.86363636,54.54545455,25,25,55,44,78,77,80,60,78,35,76,37,73,42,68,60,63,67,65,75,62,60,69,77,59,35,33,30,48,53,36,16,10,12,8,8
Neil Taylor,LB,33.33333333,73.86363636,45.45454545,50,25,74,68,75,82,79,66,64,60,78,64,67,68,72,70,78,68,74,64,83,70,74,63,46,30,47,69,34,44,35,16,15,14,16,6
Benny Feilhaber,CM,33.33333333,70.45454545,63.63636364,75,50,79,72,60,63,68,72,77,68,58,76,80,69,76,73,69,68,76,69,80,83,62,56,76,64,70,76,80,74,74,7,16,11,15,15
Niklas Moisander,CB,52.38095238,73.86363636,59.09090909,100,25,75,68,75,74,75,75,75,60,71,69,73,53,76,72,65,62,68,74,66,66,78,77,68,37,56,56,44,41,40,15,11,14,9,7
Carlos Martí_nez,RB,66.66666667,78.40909091,54.54545455,25,25,73,64,72,80,76,46,69,53,78,63,48,83,69,71,56,67,71,78,42,55,40,71,57,45,61,72,47,43,41,13,11,12,6,7
íÅlvaro Pereira,LB,45.23809524,77.27272727,59.09090909,50,50,73,69,74,73,72,88,75,64,76,67,83,74,69,66,77,82,76,75,64,68,77,64,80,55,69,67,68,58,59,15,6,13,6,10
Hugo Ayala,CB,52.38095238,80.68181818,50,25,25,67,51,76,78,78,64,77,44,76,55,75,61,66,62,66,66,74,74,54,63,67,71,65,52,57,46,41,55,46,9,7,16,11,6
Nicolíçs Spolli,CB,73.80952381,90.90909091,72.72727273,50,25,49,45,79,74,78,73,60,20,79,25,73,25,45,45,34,54,54,92,32,32,68,78,72,36,22,19,18,33,35,10,8,10,7,14
Marvin Compper,CB,57.14285714,79.54545455,59.09090909,50,25,63,51,77,76,74,66,72,44,79,52,67,49,68,63,62,66,65,72,57,56,79,74,44,35,32,25,32,46,26,14,12,16,10,7
Wayne Hennessey,GK,88.0952381,90.90909091,54.54545455,50,0,12,8,15,13,18,21,61,14,22,58,48,11,12,13,40,41,29,68,51,50,41,14,34,12,10,12,11,17,10,76,74,82,76,74
Liam Bridcutt,CDM,23.80952381,75,40.90909091,50,50,74,70,70,74,77,71,74,48,72,65,74,65,75,70,66,68,87,74,81,72,90,61,62,45,36,36,66,34,49,11,14,13,12,12
Darren Randolph,GK,57.14285714,79.54545455,50,50,0,33,14,13,14,14,29,66,11,18,38,34,11,33,34,41,44,31,60,43,50,61,16,36,14,14,15,14,30,16,71,78,73,71,79
Danny Simpson,RB,38.0952381,77.27272727,54.54545455,50,25,67,64,75,76,77,79,75,58,77,63,60,68,64,58,76,72,79,72,81,64,79,70,37,27,54,44,32,54,50,9,10,13,15,11
Jí©rí©my Sorbon,CB,52.38095238,78.40909091,68.18181818,50,25,64,30,79,72,80,75,71,42,77,52,61,60,66,56,38,49,51,72,68,48,63,73,43,25,30,40,34,39,25,6,13,8,15,13
Federico Higuaí_n,CAM,28.57142857,73.86363636,63.63636364,75,50,76,74,43,40,47,65,74,73,43,75,74,68,73,75,76,64,67,59,76,72,64,62,73,68,77,79,77,62,68,12,7,11,16,15
Juan Pablo Carrizo,GK,61.9047619,87.5,63.63636364,50,0,24,13,14,11,12,25,71,15,20,59,67,12,33,32,59,48,31,65,60,56,75,12,23,10,11,11,13,22,11,73,77,72,74,76
Jaba Kankava,CDM,35.71428571,73.86363636,59.09090909,50,25,68,46,72,68,73,83,70,36,73,68,69,48,71,66,52,53,79,77,69,58,66,65,67,25,37,38,41,30,47,16,13,8,8,15
Kwak Tae Hwi,CB,59.52380952,85.22727273,77.27272727,75,25,59,56,72,70,75,80,74,35,78,37,73,57,60,55,51,73,72,81,33,33,83,70,68,55,41,65,62,65,53,10,14,16,8,11
Bradley Wright-Phillips,ST,28.57142857,68.18181818,63.63636364,75,50,70,67,19,15,24,65,82,82,42,64,75,54,63,45,76,74,75,65,78,75,70,65,75,81,67,61,50,67,67,10,12,13,13,6
Geoffrey Jourdren,GK,47.61904762,80.68181818,59.09090909,50,0,24,10,13,13,15,20,71,13,22,34,18,12,35,36,47,51,37,57,38,54,69,10,22,13,10,10,11,19,10,71,80,67,70,80
Matí_as Silvestre,CB,57.14285714,77.27272727,63.63636364,50,25,62,48,76,75,79,69,63,47,71,50,57,37,64,68,53,55,60,78,58,62,88,79,72,32,57,56,55,53,36,3,3,3,5,5
Juan Insaurralde,CB,66.66666667,84.09090909,63.63636364,25,25,59,39,76,71,76,79,80,40,68,57,63,47,73,56,49,49,62,81,46,58,73,77,48,38,35,49,27,40,23,6,11,13,10,13
